Job_ID,Job_Title,Experience_Level,Years_Experience_Required,Company,Industry,Location,Remote,Employment_Type,Required_Skills,Company_Size,Salary_USD,Applicants_Count,Date_Posted
JOB01173,NLP Engineer,Mid,3.0,Northstar Labs,Gaming,"San Francisco, USA",No,Full-time,"Machine Learning, TensorFlow, Deep Learning, NLP, SQL",51-200,121500.0,90,2025-08-27
JOB01175,Lead Data Engineer,Senior,6.0,Ironpeak Tech,Healthcare,"New York, USA",No,Full-time,"Computer Vision, Deep Learning, Kubernetes, Generative AI, TensorFlow",201-1000,165500.0,70,2025-08-21
JOB01176,AI Engineer,Mid,3.0,Fusion Analytics,Gaming,"London, UK",No,Full-time,"PyTorch, SQL, NLP, Power BI",1001-5000,116000.0,35,2026-03-07
JOB01178,Data Analyst,Entry,0.0,Atlas Intelligence,Education,"Bengaluru, India",No,Full-time,"Excel, Data Visualization, Python, Statistics, Tableau",1001-5000,37500.0,60,2025-08-21
JOB01180,NLP Engineer,Mid,3.0,Horizon Cloud,E-commerce,"Austin, USA",No,Full-time,"SQL, NLP, TensorFlow, PyTorch",201-1000,96500.0,43,2026-04-16
JOB01181,AI Research Scientist,Senior,6.0,Silverline AI,Technology,"Bengaluru, India",No,Full-time,"LLMs, Computer Vision, Kubernetes, GCP, AWS",51-200,76000.0,96,2026-05-06
JOB01182,Data Engineer,Mid,3.0,Horizon Cloud,Telecommunications,"New York, USA",No,Full-time,"Spark, TensorFlow, Python, NLP",201-1000,146500.0,65,2026-07-03
JOB01183,Machine Learning Engineer,Mid,3.0,Silverline AI,Education,"Sydney, Australia",No,Full-time,"PyTorch, Deep Learning, Power BI, NLP, Machine Learning",51-200,93500.0,4,2026-01-14
JOB01184,ML Engineer I,Entry,0.0,Ironpeak Tech,Technology,"Bengaluru, India",Yes,Full-time,"Tableau, Data Visualization, Statistics, Excel, SQL",201-1000,31000.0,73,2026-05-18
JOB01185,Senior Data Scientist,Senior,6.0,Corelytics,Consulting,"San Francisco, USA",Yes,Full-time,"GCP, Deep Learning, AWS",51-200,257000.0,24,2026-01-18
JOB01186,Senior Data Scientist,Senior,6.0,Novacore AI,Telecommunications,"Dublin, Ireland",Yes,Contract,"MLOps, LLMs, Generative AI, Azure",201-1000,175000.0,50,2026-06-16
JOB01187,Computer Vision Engineer,Mid,3.0,Bluewave Tech,Manufacturing,Singapore,No,Contract,"Spark, SQL, Power BI, Machine Learning, Excel",51-200,132000.0,6,2026-02-23
JOB01188,Lead Data Engineer,Senior,6.0,Silverline AI,Gaming,"Austin, USA",No,Full-time,"Generative AI, Computer Vision, NLP, Azure, Deep Learning",1001-5000,209500.0,38,2026-03-31
JOB01189,Senior Data Scientist,Senior,6.0,Ironpeak Tech,Manufacturing,Remote,Yes,Full-time,"Kubernetes, Azure, MLOps, Machine Learning, NLP",5000+,173500.0,44,2025-12-12
JOB01190,Data Analyst,Entry,0.0,Northstar Labs,Telecommunications,"San Francisco, USA",No,Full-time,"Tableau, SQL, Statistics, Excel, A/B Testing",1-50,86000.0,57,2025-10-22
JOB01191,NLP Engineer,Mid,3.0,Quantum Insight,Telecommunications,"Bengaluru, India",No,Full-time,"Machine Learning, Deep Learning, PyTorch, AWS, Excel",1-50,46500.0,36,2026-07-06
JOB01192,Computer Vision Engineer,Mid,3.0,Orbital Systems,Technology,Remote,Yes,Full-time,"TensorFlow, Power BI, Spark, Deep Learning",51-200,95000.0,48,2026-04-10
JOB01193,Analytics Engineer,Mid,3.0,Novacore AI,Telecommunications,Singapore,No,Full-time,"Python, Power BI, SQL",1-50,129500.0,37,2025-12-13
JOB01194,Machine Learning Engineer,Mid,3.0,Fusion Analytics,Gaming,"Bengaluru, India",Yes,Part-time,"AWS, Power BI, Deep Learning, Python",51-200,44500.0,29,2026-05-04
JOB01195,Junior Data Scientist,Entry,0.0,Horizon Cloud,Healthcare,Remote,Yes,Full-time,"Python, Excel, Tableau, SQL",51-200,74500.0,53,2025-11-27
JOB01196,ML Engineer I,Entry,0.0,Pulse Robotics,Automotive,"Bengaluru, India",No,Full-time,"Tableau, Python, Excel, Data Visualization, Docker",1-50,37500.0,26,2026-06-15
JOB01197,ML Engineer I,Entry,0.0,Nexora AI,Telecommunications,"San Francisco, USA",Yes,Full-time,"Data Visualization, Statistics, Excel",51-200,116000.0,10,2025-11-01
JOB01198,Staff AI Engineer,Senior,6.0,Novacore AI,Finance,"Austin, USA",No,Part-time,"Machine Learning, Generative AI, AWS, Deep Learning",201-1000,190500.0,79,2026-03-26
JOB01199,Machine Learning Engineer,Mid,3.0,Meridian Software,Automotive,"Sydney, Australia",No,Full-time,"Deep Learning, Python, AWS, NLP",1-50,136000.0,144,2025-12-27
JOB01200,Head of Analytics,Manager,10.0,Bluewave Tech,Manufacturing,"Bengaluru, India",Yes,Full-time,"AWS, MLOps, LLMs, A/B Testing, Docker",201-1000,88500.0,15,2026-04-19
JOB01201,AI Research Assistant,Entry,0.0,Horizon Cloud,E-commerce,"London, UK",No,Part-time,"Python, Data Visualization, Excel, SQL",1001-5000,67000.0,9,2026-05-31
JOB01202,ML Engineer I,Entry,0.0,Zenith Data Group,Consulting,Remote,Yes,Contract,"Tableau, Statistics, Excel, Data Visualization, Computer Vision",201-1000,55000.0,126,2025-10-20
JOB01203,Data Scientist,Mid,3.0,Pulse Robotics,Automotive,"Sydney, Australia",No,Full-time,"SQL, Python, NLP, Machine Learning, AWS",201-1000,121500.0,77,2025-10-03
JOB01204,NLP Engineer,Mid,3.0,Bluewave Tech,Education,"Berlin, Germany",Yes,Full-time,"Spark, Python, Machine Learning",201-1000,94500.0,41,2026-04-17
JOB01205,Lead Data Engineer,Senior,6.0,Orbital Systems,Finance,Singapore,Yes,Full-time,"Machine Learning, LLMs, GCP, Deep Learning, MLOps",51-200,191500.0,105,2025-10-07
JOB01206,ML Engineer I,Entry,0.0,Clearline Systems,Education,"Austin, USA",No,Full-time,"SQL, Data Visualization, Excel, Python",1001-5000,85000.0,23,2025-10-20
JOB01207,Head of AI,Manager,10.0,Atlas Intelligence,Manufacturing,"Austin, USA",No,Full-time,"MLOps, AWS, GCP, A/B Testing, LLMs",201-1000,262000.0,94,2025-11-08
JOB01208,Data Engineer,Mid,3.0,Quantum Insight,Technology,"Toronto, Canada",No,Part-time,"PyTorch, TensorFlow, Power BI, Machine Learning, NLP",1001-5000,103000.0,114,2025-12-06
JOB01209,Head of Analytics,Manager,10.0,DataForge,Finance,"New York, USA",No,Full-time,"Generative AI, A/B Testing, AWS, MLOps",1001-5000,279000.0,98,2026-05-04
JOB01210,Data Engineer I,Entry,0.0,Fusion Analytics,Gaming,"New York, USA",No,Full-time,"Statistics, SQL, Excel, Python, Tableau",1001-5000,75500.0,14,2025-08-12
JOB01211,Senior ML Engineer,Senior,6.0,Fusion Analytics,Technology,"Austin, USA",Yes,Full-time,"AWS, NLP, Machine Learning, Azure, LLMs",1-50,171000.0,17,2025-10-10
JOB01212,Junior Data Scientist,Entry,0.0,Zenith Data Group,Gaming,"Sydney, Australia",Yes,Full-time,"Tableau, Excel, SQL, Data Visualization, Computer Vision",51-200,66500.0,51,2025-11-27
JOB01213,Data Engineer,Mid,3.0,Zenith Data Group,Healthcare,"London, UK",No,Full-time,"NLP, AWS, SQL, Power BI",1001-5000,97500.0,38,2026-03-31
JOB01214,AI Research Scientist,Senior,6.0,Silverline AI,Gaming,Remote,Yes,Part-time,"Computer Vision, Machine Learning, NLP",51-200,198000.0,100,2026-04-26
JOB01215,Senior ML Engineer,Senior,6.0,Silverline AI,Consulting,"New York, USA",No,Full-time,"Generative AI, Kubernetes, Azure, Deep Learning, GCP",201-1000,221500.0,7,2026-04-27
JOB01216,ML Engineer I,Entry,0.0,Clearline Systems,Manufacturing,"New York, USA",Yes,Full-time,"Statistics, Data Visualization, Excel, Tableau, SQL",1-50,64500.0,8,2026-02-27
JOB01217,BI Analyst,Entry,0.0,DataForge,Gaming,Remote,Yes,Full-time,"Excel, Python, Statistics",5000+,64000.0,43,2026-03-27
JOB01218,Senior Data Scientist,Senior,6.0,Quantum Insight,Healthcare,"San Francisco, USA",Yes,Part-time,"NLP, AWS, GCP",1-50,252500.0,59,2025-09-16
JOB01220,ML Engineer I,Entry,0.0,Orbital Systems,E-commerce,Singapore,No,Full-time,"Statistics, Data Visualization, Tableau, SQL",51-200,73500.0,65,2025-09-20
JOB01221,Machine Learning Engineer,Mid,3.0,Nexora AI,Healthcare,"Austin, USA",No,Full-time,"Deep Learning, Power BI, Python, Spark",1001-5000,99000.0,58,2026-07-15
JOB01223,AI Engineer,Mid,3.0,Bluewave Tech,Consulting,"San Francisco, USA",No,Contract,"Power BI, Deep Learning, PyTorch, TensorFlow",5000+,158500.0,32,2025-08-19
JOB01224,Machine Learning Engineer,Mid,3.0,Silverline AI,Technology,"Dublin, Ireland",Yes,Full-time,"Python, TensorFlow, NLP",51-200,100000.0,11,2026-04-12
JOB01225,Principal Data Scientist,Senior,6.0,DataForge,Automotive,"Dublin, Ireland",No,Full-time,"NLP, MLOps, Computer Vision",1001-5000,139000.0,13,2026-03-01
JOB01226,Machine Learning Engineer,Mid,3.0,Silverline AI,Gaming,"Bengaluru, India",Yes,Full-time,"NLP, TensorFlow, PyTorch",1-50,63000.0,143,2025-09-25
JOB01228,Analytics Engineer,Mid,3.0,Meridian Software,Telecommunications,Singapore,No,Full-time,"Machine Learning, Power BI, TensorFlow",1-50,128500.0,34,2026-06-08
JOB01229,AI Research Assistant,Entry,0.0,Bright Path AI,Technology,"San Francisco, USA",Yes,Full-time,"SQL, Tableau, Python, A/B Testing",51-200,83500.0,173,2026-02-25
JOB01230,AI Research Assistant,Entry,0.0,Ironpeak Tech,Gaming,"Austin, USA",No,Contract,"Python, Statistics, Data Visualization, SQL",201-1000,87000.0,73,2026-01-24
JOB01231,ML Engineer I,Entry,0.0,Fusion Analytics,Gaming,Remote,Yes,Full-time,"Data Visualization, Tableau, Statistics",201-1000,66500.0,45,2025-12-29
JOB01232,Lead Data Engineer,Senior,6.0,Pulse Robotics,Telecommunications,"Austin, USA",No,Full-time,"MLOps, Computer Vision, GCP, NLP, Spark",51-200,194500.0,18,2026-01-13
JOB01233,ML Engineer I,Entry,0.0,Fusion Analytics,Automotive,"Berlin, Germany",No,Part-time,"Data Visualization, SQL, Statistics, Python, Excel, Airflow",1001-5000,51500.0,119,2026-01-19
JOB01234,AI Research Assistant,Entry,0.0,Atlas Intelligence,Automotive,Singapore,No,Full-time,"Python, Statistics, Tableau, Data Visualization, AWS",1001-5000,73500.0,16,2025-07-30
JOB01235,Data Engineer,Mid,3.0,Novacore AI,Automotive,"San Francisco, USA",No,Full-time,"NLP, Deep Learning, Power BI, Spark, Machine Learning",5000+,146000.0,148,2025-09-01
JOB01236,Computer Vision Engineer,Mid,3.0,Zenith Data Group,Gaming,"New York, USA",No,Full-time,"AWS, SQL, Deep Learning, Python, NLP, GCP",201-1000,121000.0,29,2026-05-14
JOB01237,Data Engineer,Mid,3.0,Orbital Systems,Technology,"Dublin, Ireland",Yes,Full-time,"AWS, TensorFlow, SQL",1-50,115500.0,29,2026-06-07
JOB01238,Senior Data Scientist,Senior,6.0,Atlas Intelligence,Gaming,"London, UK",No,Full-time,"AWS, Deep Learning, LLMs, GCP",51-200,162500.0,19,2026-06-30
JOB01239,Data Engineer I,Entry,0.0,Novacore AI,Gaming,Remote,Yes,Full-time,"Excel, SQL, Tableau",5000+,74500.0,27,2026-01-03
JOB01241,ML Engineer I,Entry,0.0,Clearline Systems,Education,"Toronto, Canada",No,Full-time,"Python, Data Visualization, SQL, Tableau, Excel",1-50,76000.0,13,2025-10-01
JOB01242,Senior ML Engineer,Senior,6.0,Silverline AI,Education,"Berlin, Germany",No,Full-time,"GCP, AWS, Azure, Deep Learning, NLP, LLMs",51-200,161500.0,41,2026-01-15
JOB01243,Data Engineer I,Entry,0.0,Bright Path AI,Gaming,Remote,Yes,Full-time,"SQL, Excel, Data Visualization, Python, LLMs",5000+,83500.0,85,2025-12-03
JOB01245,ML Engineer I,Entry,0.0,Orbital Systems,Technology,"San Francisco, USA",Yes,Full-time,"Statistics, Data Visualization, Tableau",201-1000,89000.0,43,2026-02-21
JOB01246,Principal Data Scientist,Senior,6.0,Clearline Systems,Automotive,"New York, USA",No,Contract,"AWS, Azure, Machine Learning, NLP, MLOps",1001-5000,221500.0,45,2025-10-22
JOB01247,Junior Data Scientist,Entry,0.0,Northstar Labs,E-commerce,"Bengaluru, India",Yes,Full-time,"Excel, Tableau, Data Visualization, Statistics, Python",1-50,28500.0,87,2026-06-19
JOB01248,Data Science Manager,Manager,10.0,Silverline AI,Manufacturing,Singapore,No,Full-time,"GCP, Generative AI, A/B Testing, AWS, MLOps",1001-5000,199500.0,50,2025-12-03
JOB01249,BI Analyst,Entry,0.0,Meridian Software,Technology,"New York, USA",No,Full-time,"Statistics, Python, SQL, Tableau",51-200,69000.0,44,2026-01-01
JOB01250,Lead Data Engineer,Senior,6.0,Bluewave Tech,Consulting,"New York, USA",Yes,Full-time,"Machine Learning, AWS, Deep Learning, NLP, Kubernetes",201-1000,225500.0,28,2026-02-28
JOB01251,Data Engineer I,Entry,0.0,Ironpeak Tech,E-commerce,"Sydney, Australia",Yes,Full-time,"SQL, Python, Statistics, R",5000+,87500.0,25,2026-03-31
JOB01252,Computer Vision Engineer,Mid,3.0,Skyline Data Co,Manufacturing,Remote,Yes,Full-time,"Machine Learning, AWS, PyTorch, Deep Learning, Python",51-200,132000.0,46,2026-05-10
JOB01253,Data Engineer I,Entry,0.0,Corelytics,Manufacturing,"Berlin, Germany",Yes,Full-time,"SQL, Excel, Statistics, Tableau, Azure",1001-5000,47000.0,17,2026-04-30
JOB01254,AI Research Scientist,Senior,6.0,Ironpeak Tech,Education,"Dublin, Ireland",No,Full-time,"Machine Learning, Generative AI, GCP, Deep Learning, AWS, PyTorch",1001-5000,134000.0,24,2026-02-06
JOB01255,Lead Data Engineer,Senior,6.0,Orbital Systems,E-commerce,Remote,Yes,Full-time,"Azure, AWS, GCP, Statistics",201-1000,195000.0,15,2026-04-21
JOB01256,Junior Data Scientist,Entry,0.0,Clearline Systems,E-commerce,"Berlin, Germany",No,Full-time,"Statistics, Excel, SQL, Data Visualization",51-200,75000.0,11,2026-06-27
JOB01259,BI Analyst,Entry,0.0,Bluewave Tech,Technology,"New York, USA",Yes,Full-time,"Data Visualization, Python, Excel, SQL, LLMs",201-1000,75500.0,39,2026-04-11
JOB01260,Staff AI Engineer,Senior,6.0,Quantum Insight,Technology,"London, UK",No,Full-time,"MLOps, Deep Learning, Generative AI, Machine Learning",201-1000,194500.0,21,2026-02-15
JOB01262,Data Analyst,Entry,0.0,Ironpeak Tech,Education,"London, UK",No,Full-time,"Statistics, Data Visualization, Python, SQL",51-200,81500.0,54,2026-03-08
JOB01263,AI Research Assistant,Entry,0.0,Nexora AI,Consulting,"Dublin, Ireland",No,Full-time,"Data Visualization, Excel, Statistics",5000+,80000.0,115,2026-01-23
JOB01264,Machine Learning Engineer,Mid,3.0,Bluewave Tech,Manufacturing,Remote,Yes,Full-time,"TensorFlow, AWS, NLP, Machine Learning, Deep Learning",51-200,121500.0,15,2026-01-15
JOB01265,AI Engineer,Mid,3.0,Northstar Labs,Healthcare,"Dublin, Ireland",No,Full-time,"Machine Learning, TensorFlow, Deep Learning, PyTorch, Computer Vision",5000+,115000.0,57,2026-02-28
JOB01266,Computer Vision Engineer,Mid,3.0,Fusion Analytics,Gaming,"Austin, USA",Yes,Full-time,"AWS, SQL, Spark, Power BI",1-50,142500.0,48,2025-11-09
JOB01267,AI Engineer,Mid,3.0,Corelytics,Manufacturing,"London, UK",Yes,Full-time,"Machine Learning, TensorFlow, Python, Power BI",1001-5000,128000.0,47,2026-06-10
JOB01268,NLP Engineer,Mid,3.0,Fusion Analytics,Telecommunications,"Toronto, Canada",Yes,Full-time,"Power BI, Machine Learning, SQL, TensorFlow, Spark, Docker",51-200,124000.0,41,2025-11-04
JOB01269,Junior Data Scientist,Entry,0.0,Nexora AI,Healthcare,"Austin, USA",No,Full-time,"Statistics, SQL, Excel, Docker",5000+,81000.0,69,2025-11-21
JOB01270,Lead Data Engineer,Senior,6.0,Novacore AI,Consulting,"San Francisco, USA",No,Contract,"NLP, Azure, Kubernetes, AWS, Deep Learning",201-1000,231000.0,81,2026-01-01
JOB01271,AI Research Scientist,Senior,6.0,DataForge,Automotive,"San Francisco, USA",Yes,Full-time,"Azure, Kubernetes, NLP",1001-5000,222000.0,100,2026-02-24
JOB01272,Data Analyst,Entry,0.0,Northstar Labs,Telecommunications,"London, UK",Yes,Full-time,"SQL, Tableau, Data Visualization",5000+,71000.0,99,2026-02-23
JOB01273,AI Research Scientist,Senior,6.0,Atlas Intelligence,Education,"Toronto, Canada",No,Full-time,"LLMs, NLP, Generative AI",5000+,142500.0,75,2026-05-25
JOB01274,Data Analyst,Entry,0.0,Northstar Labs,E-commerce,"Austin, USA",No,Full-time,"Statistics, Excel, Python",1-50,92000.0,42,2026-05-18
JOB01276,ML Engineer I,Entry,0.0,Novacore AI,Finance,"San Francisco, USA",No,Full-time,"Statistics, Excel, Tableau",201-1000,115500.0,38,2026-05-04
JOB01277,Data Engineer,Mid,3.0,Orbital Systems,Education,"San Francisco, USA",Yes,Full-time,"PyTorch, Deep Learning, SQL, TensorFlow, R",1-50,128500.0,46,2025-07-17
JOB01278,Lead Data Engineer,Senior,6.0,Meridian Software,Automotive,"London, UK",Yes,Full-time,"AWS, MLOps, Deep Learning, Kubernetes",201-1000,189000.0,64,2026-03-20
JOB01279,Machine Learning Engineer,Mid,3.0,Horizon Cloud,Gaming,Remote,Yes,Full-time,"TensorFlow, NLP, AWS, Deep Learning, SQL",1001-5000,115000.0,9,2025-11-29
JOB01280,Data Scientist,Mid,3.0,Vertex Analytics,Finance,"London, UK",No,Contract,"AWS, Spark, Power BI",1-50,116500.0,68,2025-07-11
JOB01281,VP of Machine Learning,Manager,10.0,Skyline Data Co,Gaming,"Sydney, Australia",No,Full-time,"LLMs, A/B Testing, GCP, Statistics, R",51-200,200000.0,30,2025-12-25
JOB01282,Director of Data Science,Manager,10.0,Atlas Intelligence,Education,"Austin, USA",No,Full-time,"MLOps, LLMs, Statistics, GCP, AWS",5000+,284000.0,29,2025-11-21
JOB01283,Head of Analytics,Manager,10.0,Nexora AI,E-commerce,"Sydney, Australia",No,Full-time,"Generative AI, AWS, MLOps, GCP, LLMs, R",51-200,301000.0,43,2026-07-03
JOB01284,Data Analyst,Entry,0.0,Vertex Analytics,Education,"Berlin, Germany",Yes,Full-time,"Data Visualization, Statistics, Tableau, SQL",1-50,57500.0,13,2025-09-26
JOB01285,Analytics Engineer,Mid,3.0,Pulse Robotics,Automotive,"Berlin, Germany",No,Full-time,"Python, Deep Learning, AWS",201-1000,84500.0,108,2025-08-02
JOB01286,AI Research Assistant,Entry,0.0,Nexora AI,E-commerce,Singapore,No,Full-time,"Tableau, Python, Data Visualization, MLOps",5000+,87500.0,22,2026-01-26
JOB01287,AI Research Scientist,Senior,6.0,Meridian Software,Consulting,"London, UK",No,Contract,"Computer Vision, GCP, NLP, Azure",201-1000,169000.0,90,2025-12-30
JOB01288,Data Engineer,Mid,3.0,Ironpeak Tech,Education,"Toronto, Canada",Yes,Full-time,"Deep Learning, Python, Power BI",1001-5000,90000.0,40,2025-08-05
JOB01289,Senior Data Scientist,Senior,6.0,Zenith Data Group,E-commerce,"Toronto, Canada",Yes,Contract,"NLP, Deep Learning, Computer Vision, Kubernetes, GCP",5000+,177000.0,41,2026-01-03
JOB01290,Analytics Engineer,Mid,3.0,Pulse Robotics,Telecommunications,Remote,Yes,Full-time,"Spark, NLP, Power BI, TensorFlow",1001-5000,116500.0,36,2025-09-08
JOB01291,AI Research Assistant,Entry,0.0,Ironpeak Tech,Manufacturing,"London, UK",No,Full-time,"Excel, Data Visualization, Statistics",1001-5000,87000.0,46,2025-10-23
JOB01292,Computer Vision Engineer,Mid,3.0,Ironpeak Tech,Manufacturing,"Bengaluru, India",Yes,Full-time,"TensorFlow, NLP, SQL, Spark",51-200,48000.0,132,2025-12-17
JOB01293,Lead Data Engineer,Senior,6.0,Northstar Labs,Automotive,"Dublin, Ireland",Yes,Full-time,"Machine Learning, Generative AI, Deep Learning, AWS, Computer Vision",5000+,165500.0,13,2025-09-23
JOB01294,Data Engineer I,Entry,0.0,Quantum Insight,Gaming,"New York, USA",Yes,Contract,"Excel, Python, Data Visualization, Statistics, Tableau, Docker",1-50,63500.0,38,2026-04-02
JOB01295,Computer Vision Engineer,Mid,3.0,Horizon Cloud,Telecommunications,Singapore,No,Contract,"SQL, AWS, NLP, Machine Learning",51-200,132000.0,89,2026-06-21
JOB01296,Principal Data Scientist,Senior,6.0,Nexora AI,Gaming,"Berlin, Germany",Yes,Full-time,"MLOps, LLMs, AWS, Generative AI, Deep Learning",1001-5000,159000.0,80,2026-05-17
JOB01297,NLP Engineer,Mid,3.0,Northstar Labs,Technology,"London, UK",No,Full-time,"AWS, Power BI, NLP, Spark, Machine Learning",1001-5000,143500.0,45,2025-10-16
JOB01298,AI Research Scientist,Senior,6.0,Zenith Data Group,E-commerce,"London, UK",No,Full-time,"Machine Learning, Deep Learning, LLMs",51-200,161000.0,12,2026-01-26
JOB01299,Lead Data Engineer,Senior,6.0,Zenith Data Group,Automotive,"Berlin, Germany",No,Full-time,"AWS, GCP, Deep Learning, Machine Learning, MLOps, Python",1001-5000,135500.0,38,2026-02-07
JOB01300,Data Analyst,Entry,0.0,Nexora AI,Gaming,"New York, USA",No,Full-time,"Statistics, Tableau, SQL, Data Visualization, Excel",1-50,85000.0,163,2025-11-18
JOB01301,NLP Engineer,Mid,3.0,Silverline AI,Healthcare,Remote,Yes,Contract,"Machine Learning, NLP, Power BI, Data Visualization",1-50,100000.0,42,2025-11-14
JOB01302,ML Engineer I,Entry,0.0,Skyline Data Co,Healthcare,"Austin, USA",Yes,Full-time,"Excel, Data Visualization, Statistics, SQL, Python",5000+,87500.0,12,2026-04-05
JOB01303,Director of Data Science,Manager,10.0,Atlas Intelligence,E-commerce,"New York, USA",No,Contract,"LLMs, AWS, Generative AI, GCP",201-1000,345500.0,61,2026-07-08
JOB01304,Data Analyst,Entry,0.0,Clearline Systems,Automotive,"Bengaluru, India",No,Full-time,"Python, Data Visualization, Tableau, Excel",1001-5000,27000.0,148,2026-06-01
JOB01305,Data Analyst,Entry,0.0,Orbital Systems,Consulting,"San Francisco, USA",Yes,Full-time,"Statistics, Excel, SQL, Docker",51-200,78000.0,15,2025-11-19
JOB01306,NLP Engineer,Mid,3.0,Vertex Analytics,Telecommunications,"Toronto, Canada",Yes,Contract,"Python, SQL, Power BI",1-50,96000.0,35,2025-10-25
JOB01307,Data Engineer I,Entry,0.0,DataForge,Education,"Bengaluru, India",No,Full-time,"SQL, Data Visualization, Statistics, Python, Tableau",1-50,37000.0,9,2025-12-02
JOB01308,Junior Data Scientist,Entry,0.0,Skyline Data Co,Automotive,"London, UK",No,Full-time,"Tableau, Data Visualization, Python, Excel",51-200,75000.0,32,2025-10-06
JOB01309,Data Engineer,Mid,3.0,Fusion Analytics,Manufacturing,"New York, USA",No,Full-time,"Deep Learning, SQL, PyTorch, Power BI",5000+,140000.0,65,2025-12-19
JOB01311,Principal Data Scientist,Senior,6.0,Meridian Software,Finance,"Dublin, Ireland",Yes,Full-time,"NLP, MLOps, GCP, Deep Learning",201-1000,136000.0,60,2025-11-27
JOB01312,Analytics Engineer,Mid,3.0,Clearline Systems,Technology,"Berlin, Germany",No,Full-time,"Power BI, AWS, Machine Learning, MLOps",51-200,87000.0,94,2025-09-12
JOB01313,AI Engineer,Mid,3.0,Novacore AI,E-commerce,"San Francisco, USA",No,Full-time,"Deep Learning, Python, NLP, TensorFlow, Spark, Statistics",51-200,153500.0,16,2025-10-05
JOB01314,Data Science Manager,Manager,10.0,Bluewave Tech,Technology,"Sydney, Australia",Yes,Full-time,"A/B Testing, Generative AI, AWS",1-50,268000.0,42,2026-06-25
JOB01315,Data Analyst,Entry,0.0,Vertex Analytics,Education,"London, UK",No,Full-time,"Python, Tableau, SQL, Data Visualization, Deep Learning",51-200,76500.0,67,2026-05-02
JOB01316,Data Engineer,Mid,3.0,Novacore AI,Education,"New York, USA",No,Full-time,"AWS, Spark, Deep Learning, NLP",1-50,128000.0,39,2025-10-13
JOB01317,Head of Analytics,Manager,10.0,DataForge,Healthcare,"New York, USA",Yes,Full-time,"A/B Testing, Generative AI, LLMs, MLOps",51-200,367000.0,32,2025-09-05
JOB01318,NLP Engineer,Mid,3.0,Nexora AI,Finance,"Berlin, Germany",No,Part-time,"Power BI, AWS, Spark",1-50,113000.0,82,2025-09-25
JOB01319,Senior Data Scientist,Senior,6.0,Fusion Analytics,Automotive,Remote,Yes,Full-time,"Computer Vision, GCP, NLP, Kubernetes",201-1000,153000.0,36,2025-07-03
JOB01320,Lead Data Engineer,Senior,6.0,Pulse Robotics,Education,Singapore,Yes,Full-time,"Azure, Computer Vision, MLOps, GCP, Generative AI",51-200,200500.0,47,2025-11-18
JOB01321,Staff AI Engineer,Senior,6.0,Bright Path AI,Technology,"Berlin, Germany",Yes,Full-time,"Computer Vision, GCP, MLOps, Machine Learning, AWS, Data Visualization",1001-5000,147000.0,22,2025-10-04
JOB01322,ML Engineer I,Entry,0.0,Northstar Labs,Telecommunications,"New York, USA",Yes,Full-time,"Statistics, Tableau, Excel, SQL, Python",1001-5000,63500.0,36,2026-03-16
JOB01323,Data Science Manager,Manager,10.0,Vertex Analytics,Healthcare,Remote,Yes,Full-time,"Statistics, LLMs, MLOps, Generative AI, GCP",1001-5000,288000.0,85,2025-09-03
JOB01324,Junior Data Scientist,Entry,0.0,Fusion Analytics,Manufacturing,"Berlin, Germany",No,Full-time,"Excel, Data Visualization, Tableau, Statistics",1-50,61500.0,55,2025-07-31
JOB01325,Data Engineer,Mid,3.0,Corelytics,Finance,"London, UK",Yes,Full-time,"AWS, Deep Learning, Spark, SQL, Python",51-200,114500.0,57,2026-04-05
JOB01326,Principal Data Scientist,Senior,6.0,Vertex Analytics,Finance,"Dublin, Ireland",No,Full-time,"Generative AI, Kubernetes, NLP",51-200,137500.0,3,2025-09-16
JOB01327,Data Engineer,Mid,3.0,Corelytics,Technology,"Sydney, Australia",No,Full-time,"Machine Learning, SQL, Python, Power BI, Statistics",201-1000,129500.0,67,2026-01-23
JOB01328,Head of AI,Manager,10.0,Silverline AI,Manufacturing,"Toronto, Canada",No,Full-time,"A/B Testing, Statistics, GCP, Kubernetes",5000+,205000.0,106,2026-07-08
JOB01329,Data Analyst,Entry,0.0,Novacore AI,Telecommunications,"Sydney, Australia",No,Contract,"Excel, Tableau, SQL",5000+,60500.0,34,2026-03-06
JOB01330,ML Engineer I,Entry,0.0,Vertex Analytics,Education,Remote,Yes,Full-time,"Tableau, Data Visualization, Python, SQL",201-1000,77000.0,31,2025-09-23
JOB01331,Data Analyst,Entry,0.0,Horizon Cloud,Technology,"Toronto, Canada",Yes,Full-time,"Excel, Data Visualization, Tableau, SQL",51-200,75000.0,53,2026-06-26
JOB01332,Lead Data Engineer,Senior,6.0,Skyline Data Co,Technology,"Dublin, Ireland",No,Full-time,"Kubernetes, Generative AI, Azure",1-50,136000.0,57,2025-10-09
JOB01333,AI Engineer,Mid,3.0,Ironpeak Tech,Finance,"Bengaluru, India",Yes,Full-time,"PyTorch, Machine Learning, Python, SQL, Deep Learning, Airflow",51-200,45000.0,51,2025-08-12
JOB01334,Computer Vision Engineer,Mid,3.0,Bluewave Tech,Automotive,"San Francisco, USA",Yes,Full-time,"Spark, Machine Learning, Python",51-200,131500.0,134,2026-02-11
